Country,Year,Obesity_rate_raw,Obesity_rate,Country Code,Agriculture (% GDP),Ease of Doing Business,Education Expenditure (% GDP),Export (% GDP),GDP,Health Expenditure (% GDP),Import (% GDP),Industry (% GDP),Inflation Rate,R&D,Service (% GDP),Unemployment,Population,Land,Continent Name,Export,Import,Education Expenditure,Health Expenditure,Net Trade,GDP Per Capita,Population Density,CountryCode,CO2,GI,EcGI,SoGI,PoGI,GDP_pc,GDP_pc2,EC,POP,URB,REC
China,2016,6.2 [4.7-7.9],6.2,CHN,8.0572875346436,63.79116,11.885479927063,19.5843800536482,11233314018690.1,4.97955608,17.3100349634307,39.5806215022693,2.00000182191941,235936677175.69067,52.3620909629531,4.56,1387790000.0,9600010.5,Asia,2199974910040.0107,1944490584187.2185,1335133282835.366,559369171203.1753,255484325852.79224,8094.390375121668,144.5613002194112,24.0,7.105479935725145,63.76874923706055,43.95419692993164,57.44435501098633,89.90770721435547,8516.529189578318,,,1387790000.0,56.736,12.6
Cyprus,2016,21.8 [16.7-27.4],21.8,CYP,2.14376219902412,72.31415,16.4027805328369,70.4840522281272,21046452117.3765,6.68224382,68.538046229121,10.8365096201625,-1.42916666666668,109866685.62589432,74.5691291006498,12.95,1197881.0,9251.0,Asia,14834392302.579432,14424827081.79732,3452203350.761872,1406375245.94265,409565220.7821121,17569.735322103363,129.48665009188196,31.0,6.026642045411856,81.90949249267578,83.71775817871094,84.93882751464844,77.07188415527344,24916.619140625,,,1197881.0,66.881,10.27
Egypt,2016,32.0 [27.6-36.6],32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2016,21.7 [17.2-26.7],21.7,GEO,7.29657327826766,80.79351,12.6661996841431,40.7997544368791,15141598622.5692,7.99670744,56.0260631766938,19.2554972653198,2.13492713939124,43283774.1314956,61.5043531644157,16.6,3727505.0,69700.0,Europe,6177735055.826102,8483241610.242019,1917865116.906076,1210829343.585929,-2305506554.4159164,4062.1269783861326,53.47926829268293,43.0,2.6327530077089096,72.25560760498047,77.69078826904297,73.10572814941406,66.028564453125,4128.309802605228,,,3727505.0,57.837,27.18
Georgia,2016,21.7 [17.2-26.7],21.7,GEO,7.29657327826766,80.79351,12.6661996841431,40.7997544368791,15141598622.5692,7.99670744,56.0260631766938,19.2554972653198,2.13492713939124,43283774.1314956,61.5043531644157,16.6,3727505.0,69700.0,Asia,6177735055.826102,8483241610.242019,1917865116.906076,1210829343.585929,-2305506554.4159164,4062.1269783861326,53.47926829268293,43.0,2.6327530077089096,72.25560760498047,77.69078826904297,73.10572814941406,66.028564453125,4128.309802605228,,,3727505.0,57.837,27.18
India,2016,3.9 [3.0-5.0],3.9,IND,16.3638005613732,55.94046,15.7215003967285,19.1582349105946,2294796889945.04,3.50430417,20.9242508026814,26.6189999400439,4.94821634062142,15371466987.75701,47.7494012899424,7.842,1338636340.0,3287260.0,Asia,439642578896.6898,480169056664.2328,360776502156.8228,80416663107.37436,-40526477767.54297,1714.2795405845925,407.2194897878477,52.0,1.6399140187692798,60.557586669921875,39.405460357666016,50.66753387451172,91.59982299804688,1701.1842272936715,,,1338636340.0,33.182,33.01
Indonesia,2016,6.9 [5.0-9.0],6.9,IDN,13.4787485470271,64.66011,21.2198009490967,19.0889938536664,931877364033.902,3.02147198,18.3323479486654,39.3084439802081,3.5258051568793,2286361142.873237,43.6417488094502,4.3,261850182.0,1913580.0,Asia,177886012744.14,170835000829.54623,197742521737.68323,28156413442.246944,7051011914.5937805,3558.818851742872,136.83785470165867,53.0,1.8483038518567843,63.13824462890625,49.73039245605469,52.97139358520508,86.71297454833984,3453.0494304320155,,,261850182.0,53.989,27.77
Iraq,2016,30.4 [25.5-35.5],30.4,IRQ,3.97718981146129,44.14072,14.0,28.1085236792986,166602488747.885,3.28159881,26.4797965093784,46.1825020614016,0.556521397155519,62259350.10268027,50.7798718007565,10.82,38697943.0,435052.0,Asia,46829500000.00004,44116000000.0,23324348424.703903,5467225288.180979,2713500000.000038,4305.202701546307,88.95015538372425,55.0,3.7025508048321845,45.014469146728516,42.49592590332031,38.666770935058594,53.2988395690918,4903.8232562965495,,,38697943.0,70.094,0.94
Israel,2016,26.1 [21.4-31.1],26.1,ISR,1.44863490714464,74.20098,15.4365997314453,29.9549598852839,322102790386.835,7.16409779,28.0890266646028,18.9735138690915,-0.551552352993539,14529638075.84597,69.3104997307966,4.8,8546000.0,22070.0,Asia,96485761649.7565,90475538679.18776,49721718475.83199,23075758887.631577,6010222970.568741,37690.47395118594,387.22247394653374,57.0,7.633161713082144,76.75245666503906,71.27777862548828,85.72515869140625,73.25444030761719,37109.02181624881,,,8546000.0,92.256,3.99
Japan,2016,4.3 [3.2-5.5],4.3,JPN,1.12498130848332,77.9374,8.19608783721924,16.0579692360598,5003677627544.24,10.65891552,15.2522776095286,28.6299476490573,-0.127258844489691,155447245840.85138,69.8870573141604,3.13,127076000.0,377970.0,Asia,803489014102.6609,763174802438.922,410105813444.81366,533337771213.0809,40314211663.73889,39375.47316207813,336.20657724158,60.0,9.166714407126443,77.79515838623047,65.28227233886719,80.29130554199219,87.81193542480469,35242.199377188066,,,127076000.0,91.457,6.38
Jordan,2016,35.5 [31.1-40.0],35.5,JOR,4.50634129998352,57.0245,12.1501598358154,34.3952100655679,39892551126.7606,7.15642214,54.3255078299008,24.6693119626594,-0.778430463054117,277440715.53623635,60.6938974836959,15.28,9964656.0,89320.0,Asia,13721126760.56338,21671830985.91551,4847008724.48579,2854879361.0463147,-7950704225.352129,4003.4047464117775,111.5613076578594,61.0,2.481771573449199,73.29013061523438,68.69093322753906,70.76863098144531,80.41082000732422,3949.6107851941288,,,9964656.0,90.506,4.67
Kazakhstan,2016,21.0 [16.9-25.5],21.0,KAZ,4.55600427070659,74.84879,13.8440999984741,31.8438886422836,137278320084.171,3.42235589,28.4677079441317,31.9797903606788,14.5460237946149,194646933.59524524,57.857435042574,4.96,17794055.0,2724902.0,Europe,43714755377.60105,39079991232.17209,19004947908.67799,4698152673.093679,4634764145.428963,7714.841843760234,6.53016328660627,62.0,11.37883973046054,63.21913528442383,53.02646255493164,68.09203338623047,68.53889465332031,10476.345997434497,,,17794055.0,57.264,2.07
Kazakhstan,2016,21.0 [16.9-25.5],21.0,KAZ,4.55600427070659,74.84879,13.8440999984741,31.8438886422836,137278320084.171,3.42235589,28.4677079441317,31.9797903606788,14.5460237946149,194646933.59524524,57.857435042574,4.96,17794055.0,2724902.0,Asia,43714755377.60105,39079991232.17209,19004947908.67799,4698152673.093679,4634764145.428963,7714.841843760234,6.53016328660627,62.0,11.37883973046054,63.21913528442383,53.02646255493164,68.09203338623047,68.53889465332031,10476.345997434497,,,17794055.0,57.264,2.07
Kuwait,2016,37.9 [33.2-42.7],37.9,KWT,0.518216222920707,59.96924,10.51535987854,47.6317246344806,109406169162.833,4.73096323,48.5271829064276,52.1350326872521,3.19839776658371,87360829.49358687,60.7099532002045,2.16,4048085.0,17820.0,Asia,52112045228.77464,53091731820.56355,11504452416.796144,5175965634.445229,-979686591.78891,27026.648196081107,227.16526374859708,65.0,22.57269795471192,70.75560760498047,73.19709014892578,74.28328704833984,64.93333435058594,29134.31663339004,,,4048085.0,100.0,0.01
Kyrgyzstan,2016,16.6 [12.5-21.3],16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republic,2016,5.3 [3.5-7.6],5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,2016,32.0 [26.8-37.3],32.0,LBN,2.72714945765006,54.46561,7.14896011352539,21.7261558871093,51147308773.9304,7.8866291,45.9974619035767,15.9539038079005,-0.783359624361543,,74.2025329097093,9.723,6258619.0,10450.0,Asia,11112344036.285252,23526463867.993378,3656500703.389956,4033798537.631648,-12414119831.708126,8172.299475959537,598.9109090909091,68.0,4.434700370800651,67.30426025390625,68.6130142211914,66.62451934814453,66.628662109375,8101.70966847538,,,6258619.0,88.266,3.96
Malaysia,2016,15.6 [12.5-19.0],15.6,MYS,8.46252661805744,78.27291,20.9357204437256,66.7754454542508,301255332137.075,3.70085335,60.1235645714491,37.6832735037439,2.09056659525745,4263274946.1303473,52.5314244518403,3.44,31526418.0,330713.0,Asia,201164589989.2146,181125444142.3677,63069974158.035065,11149018051.448566,20039145846.846893,9555.647334786812,95.32863237913236,72.0,7.348421251028264,80.70465850830078,75.27749633789062,82.52778625488281,84.30870056152344,9984.147669569364,,,31526418.0,74.84,4.43
Maldives,2016,8.6 [6.1-11.8],8.6,MDV,5.67545734492249,52.38841,9.80502033233643,71.9790820075853,4379134272.943,10.30544567,77.0734125534807,11.145589814187,0.502509413611577,,69.9330737811283,5.77,454252.0,300.0,Asia,3152060649.5439167,3375148224.4562254,429375005.8423742,451289303.3144904,-223087574.9123087,9640.319190544014,1514.1733333333334,,,,,,,,,,,,
Mongolia,2016,20.6 [16.3-25.0],20.6,MNG,12.6278436862368,66.1351,13.1067905426025,50.8721940528744,11181350649.2247,4.26370525,50.1830431700158,33.1780715296454,0.733272227314381,20512187.59805469,45.875564032704,7.24,3029555.0,1564120.0,Asia,5688198400.005921,5611142023.291273,1465516209.4278064,476739834.6519027,77056376.71464825,3690.756777554691,1.936907014807048,77.0,5.998504730892821,63.02450942993164,60.40315628051758,61.108673095703125,67.56172943115234,3892.6522045926527,,,3029555.0,68.297,3.39
Myanmar,2016,5.8 [4.1-7.9],5.8,MMR,26.7344180126358,42.67139,9.68389987945557,22.9751672339693,60291738934.7768,5.11349964,30.9398765288295,33.9124724081884,6.92882525816124,63612951.35393109,39.3531095791758,0.994,51892349.0,676590.0,Asia,13852127848.533152,18654189583.50417,5838591634.026517,3083017853.3795514,-4802061734.971018,1161.8618177176138,76.69689028806219,80.0,0.42127212240864254,42.66994094848633,37.052345275878906,38.91925048828125,51.87010192871094,1342.5865365035309,,,51892349.0,30.082,69.25
Nepal,2016,4.1 [2.8-5.7],4.1,NPL,25.5178753707682,58.02771,15.0889673233032,8.17957804084284,24524109484.7453,5.42378998,33.9359080835087,12.6554177700653,8.79034332004629,50342273.60642665,51.598044087341,10.403,27861186.0,147180.0,Asia,2005968674.1264825,8322479253.042205,3700434866.484319,1330136192.9178452,-6316510578.915722,880.224893683467,189.30008153281696,82.0,0.3853281766253598,46.68250274658203,30.27398109436035,45.876014709472656,63.863914489746094,878.1503885157597,,,27861186.0,18.942,79.2
Oman,2016,27.0 [22.3-32.0],27.0,OMN,1.98532211721536,68.05891,11.310353934764873,41.3189323917333,75128738621.5865,4.79076433,41.5432547512722,47.9402499394191,1.10920805807029,195710374.49824363,53.3326409803718,3.27,4398070.0,309500.0,Asia,31042392717.81536,31210923276.983105,8497326244.825825,3599240811.4619,-168530559.1677475,17082.20619989825,14.210242326332796,90.0,16.415745997676254,61.355804443359375,64.79479217529297,71.76082611083984,48.657962799072266,18799.808451388017,,,4398070.0,82.5,0.0
Pakistan,2016,8.6 [6.3-11.3],8.6,PAK,22.3283302035697,52.474,15.0634803771973,8.73671724677937,313629998960.445,2.57026353,15.9648622680443,18.1501179723214,3.76511916356584,926785193.2597718,52.747401539414,3.756,213524840.0,796100.0,Asia,27400966210.251163,50070597365.30382,47243593350.410736,8061117482.419697,-22669631155.05265,1468.8220769089207,268.21359125737973,91.0,0.8482071687771783,53.0719108581543,33.61414337158203,41.445072174072266,84.15653991699219,1337.1232410965313,,,213524840.0,36.234,43.69
Philippines,2016,6.4 [4.6-8.7],6.4,PHL,10.2051255325616,59.25872,17.114501953125,26.6730033435157,318627003965.989,3.95484328,35.1030624218713,30.2859171672694,1.25369880080986,461000168.8791668,59.508957300169,2.7,104875266.0,300000.0,Asia,84987391421.19215,111847836095.11948,54531424816.94286,12601198654.61425,-26860444673.92732,3038.152045936065,349.58422,95.0,1.1527513074436446,64.08951568603516,55.31963348388672,55.55900955200195,81.09676361083984,3130.910644712737,,,104875266.0,46.475,28.51
Qatar,2016,35.1 [29.3-41.2],35.1,QAT,0.183872269651982,65.41549,11.717677004197062,47.7138414909054,151732181868.132,3.68284607,41.8337586290298,53.2052600553192,2.67659170098193,773186732.5582138,50.7781031848514,0.15,2595166.0,11490.0,Asia,72397252747.2528,63475274725.274864,17779486982.728565,5588062696.855752,8921978021.977943,58467.23557110874,225.86301131418625,98.0,33.54956869811025,74.0837631225586,76.72004699707031,77.42196655273438,68.1092758178711,64233.26221497357,,,2595166.0,99.015,0.06
Republic of Korea,2016,4.7 [3.6-5.9],4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2016,23.1 [19.3-27.1],23.1,RUS,3.84021728459951,75.25999,10.9852800369263,25.8544829769167,1276786344534.27,5.28970242,20.6636368626929,29.1739050664536,7.04244762954798,14075037781.217014,57.0123251525122,5.56,144342397.0,17098250.0,Europe,330106508099.20984,263830493747.0126,140258555420.32422,67538198165.058815,66276014352.19724,8845.539294558548,8.44193978915971,100.0,10.887426928347324,72.02674865722656,54.9077033996582,69.13399505615234,92.03856658935547,9313.9755859375,,,144342397.0,74.164,3.36
Russian Federation,2016,23.1 [19.3-27.1],23.1,RUS,3.84021728459951,75.25999,10.9852800369263,25.8544829769167,1276786344534.27,5.28970242,20.6636368626929,29.1739050664536,7.04244762954798,14075037781.217014,57.0123251525122,5.56,144342397.0,17098250.0,Asia,330106508099.20984,263830493747.0126,140258555420.32422,67538198165.058815,66276014352.19724,8845.539294558548,8.44193978915971,100.0,10.887426928347324,72.02674865722656,54.9077033996582,69.13399505615234,92.03856658935547,9313.9755859375,,,144342397.0,74.164,3.36
Saudi Arabia,2016,35.4 [31.0-39.8],35.4,SAU,2.94703118090105,59.44422,24.9486198425293,30.1591759400189,665999879694.192,6.42797995,29.746284682379,42.4239138035764,2.06884036053476,2422019545.9806724,53.593539312952,5.6,33416270.0,2149690.0,Asia,200860075477.2856,198110220198.136,166157778136.60648,42810338733.76679,2749855279.149628,19930.407543816,15.544692490545147,101.0,16.79510310396702,65.33942413330078,59.23456573486328,71.88611602783203,65.17013549804688,20508.11764916615,,,33416270.0,83.401,0.01
Singapore,2016,6.1 [4.2-8.3],6.1,SGP,0.0315821929976016,85.44138,18.5138702392578,164.672004632055,319029973659.293,4.39097595,138.464501910019,23.233399439643,-0.53226873971629,6618946422.825139,70.7039085459554,4.08,5607283.0,719.0,Asia,525353053001.8749,441743263971.00494,59064795347.61984,14008529416.67089,83609789030.86993,56895.64333729776,7798.724617524339,104.0,8.019891273545495,82.24822998046875,93.45924377441406,87.4577865600586,65.82763671875,56906.63258400428,,,5607283.0,100.0,0.71
Sri Lanka,2016,5.2 [3.6-7.4],5.2,LKA,7.26171847766503,59.82373,17.728759765625,19.824036042668,88012281909.7522,3.86424899,26.6475009824081,30.48271772947,3.9588884659307,113130982.20203674,53.4181636949792,4.24,21425494.0,65610.0,Asia,17447586487.763844,23453073686.541004,15603486024.024595,3401013714.7735524,-6005487198.777161,4107.829761579929,326.5583600060966,109.0,1.0813099571939857,58.26771545410156,43.018245697021484,55.99531555175781,75.69497680664062,4174.637001894563,,,21425494.0,18.311,45.13
Syrian Arab Republic,2016,27.8 [22.5-33.5],27.8,SYR,34.1668728227147,41.37479,18.46102237701416,21.6800989026841,12598742886.9368,3.938598430769231,45.4318376304087,16.2367796314778,7.303428963089194,2473133.2281049355,49.5963475458074,8.765,18964252.0,185180.0,Asia,2731419918.3827763,5723840411.865792,2325856743.5798817,496213889.6415429,-2992420493.483016,664.3416722651017,102.4098282751917,114.0,1.2908022947596351,47.437652587890625,37.57535934448242,47.74413299560547,56.993473052978516,812.7660889320864,,,18964252.0,52.835,1.32
Tajikistan,2016,14.2 [10.4-18.7],14.2,TJK,20.8569765086156,53.43689,17.0383605957031,13.2003292553609,6992416096.89018,6.96349716,42.5243154353964,32.2133662345342,6.00458082322154,7427344.342607022,37.1585846399819,6.9,8725318.0,141380.0,Asia,923021947.6943592,2973477077.597013,1191393068.940137,486916696.3223305,-2050455129.9026537,801.393839959779,61.71536285188853,115.0,0.6299713087820982,47.00163269042969,45.50625991821289,48.26192092895508,47.28003692626953,1013.391229497299,,,8725318.0,26.851,43.67
Thailand,2016,10.0 [7.4-13.1],10.0,THA,8.47807696285562,72.79843,19.8021640777588,67.0708839693011,413366345843.744,3.93900609,53.5043433198287,35.586765405076,0.188149704448173,3217188824.4999485,55.9351576320684,0.69,70607037.0,513120.0,Asia,277248462188.99744,221168948848.86728,81855482046.21408,16282525536.79554,56079513340.13016,5854.463852430799,137.60336178671656,117.0,3.7944702310620966,71.13333129882812,65.11324310302734,68.52616119384766,79.7605972290039,5878.753996762157,,,70607037.0,48.448,22.43
Timor-Leste,2016,3.8 [2.4-5.6],3.8,TLS,16.9581006984408,38.17997,6.09562349319458,3.1370042058151,1650619400.0,6.89625168,56.8025796861469,19.1042465634416,-1.46984287886469,,65.8712480902624,4.66,1224562.0,14870.0,Asia,51779999.99999997,937594400.0,100615543.92962742,113830868.10290591,-885814400.0,1347.9263606089362,82.3511768661735,,,,,,,,,,,,
Turkey,2016,32.1 [28.3-36.1],32.1,,,,,,,,,,,,,,,,,,,,,,,,121.0,4.645788883585083,70.65949249267578,54.61949157714844,65.33329010009766,92.02568817138672,11022.494703115462,,,81019394.0,74.134,13.23
Turkmenistan,2016,18.6 [14.2-23.6],18.6,TKM,10.5274383259738,,23.93471972147623,22.1505138514768,36169428571.4286,5.74498892,39.8955708451494,51.4325436635517,,,38.0400180104745,4.14,5868561.0,488100.0,Asia,8011714285.714298,14430000000.000006,8657051353.430979,2077929663.8558872,-6418285714.285707,6163.253405976116,12.023275968039336,122.0,10.919116287621446,40.743263244628906,40.669349670410156,43.92087173461914,38.181087493896484,6478.47003028692,,,5868561.0,50.728,0.06
United Arab Emirates,2016,31.7 [26.2-37.4],31.7,ARE,0.750862915175131,77.43435,5.15527582168579,97.6631210861556,369255326235.534,3.4660213,73.2399666737917,41.0285717283492,1.61748808904194,3558365883.280895,58.2205653564757,1.64,8994263.0,98647.9,Asia,360626276378.48846,270442477876.1059,19036130553.70747,12798468258.708096,90183798502.38255,41054.539569894056,91.17541275587216,124.0,22.28070271016091,73.9494400024414,86.05113983154297,74.76422882080078,63.18135070800781,43457.513483554925,,,8994263.0,85.965,0.12
Uzbekistan,2016,16.6 [12.4-21.2],16.6,UZB,29.2766543055556,62.09399,23.0903301239014,12.3330657085125,86138288633.2241,4.71504498,16.8592313302917,22.9212712989472,8.13088669523599,148485182.2498984,39.0199518935618,5.16,31847900.0,448924.0,Asia,10623491737.323685,14522253344.629612,19889615208.49048,4061459054.058744,-3898761607.3059273,2704.67718855008,70.94274309237198,128.0,3.3074048838384944,43.786033630371094,34.0046272277832,46.37214279174805,49.34659957885742,2867.051113270698,,,31847900.0,50.65,1.61
Viet Nam,2016,2.1 [1.4-3.1],2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2015,5.2 [3.3-7.7],5.2,AFG,20.6343227166798,39.25519,12.5089998245239,,19998143635.873,10.10534763,,22.1240424906926,-0.661709164713696,,53.2352934986503,8.989,33753499.0,652860.0,Asia,,,2501567752.319391,2020881933.9516883,,592.476164793256,51.700975706889686,,,,,,,,,,,,
Armenia,2015,19.7 [15.4-24.2],19.7,ARM,17.2231200318056,69.1418,10.6563596725464,29.7253912120334,10553337527.7745,10.11762714,41.9566831307241,25.7086994351611,3.73169119261695,26385454.208156604,48.2126693907876,12.177,2878595.0,29740.0,Europe,3137020866.057304,4427830386.24414,1124601604.4174669,1067747341.8859178,-1290809520.1868358,3666.14182536081,96.792030934768,5.0,1.856252789989561,66.34928894042969,66.20044708251953,65.11507415771484,67.73236846923828,3666.1418253608217,,,2878595.0,63.085,10.74
Armenia,2015,19.7 [15.4-24.2],19.7,ARM,17.2231200318056,69.1418,10.6563596725464,29.7253912120334,10553337527.7745,10.11762714,41.9566831307241,25.7086994351611,3.73169119261695,26385454.208156604,48.2126693907876,12.177,2878595.0,29740.0,Asia,3137020866.057304,4427830386.24414,1124601604.4174669,1067747341.8859178,-1290809520.1868358,3666.14182536081,96.792030934768,5.0,1.856252789989561,66.34928894042969,66.20044708251953,65.11507415771484,67.73236846923828,3666.1418253608217,,,2878595.0,63.085,10.74
Azerbaijan,2015,19.3 [14.9-24.1],19.3,AZE,6.17745494667157,65.7606,7.63110017776489,37.7947774917249,53076244754.5037,4.10663605,34.806730415594,44.8913203383597,4.02768573742728,117999110.15001217,39.9959543949982,4.96,9649341.0,86600.0,Europe,20060048605.927982,18474105426.42095,4050301407.81186,2179648201.0746827,1585943179.5070305,5500.50462041954,111.4242609699769,8.0,3.292794813656186,62.046810150146484,66.5059585571289,56.751888275146484,62.52061080932617,5500.504620419536,,,9649341.0,54.714,2.33
Azerbaijan,2015,19.3 [14.9-24.1],19.3,AZE,6.17745494667157,65.7606,7.63110017776489,37.7947774917249,53076244754.5037,4.10663605,34.806730415594,44.8913203383597,4.02768573742728,117999110.15001217,39.9959543949982,4.96,9649341.0,86600.0,Asia,20060048605.927982,18474105426.42095,4050301407.81186,2179648201.0746827,1585943179.5070305,5500.50462041954,111.4242609699769,8.0,3.292794813656186,62.046810150146484,66.5059585571289,56.751888275146484,62.52061080932617,5500.504620419536,,,9649341.0,54.714,2.33
Bahrain,2015,29.3 [24.2-34.5],29.3,BHR,0.316230179939426,66.6415,7.32818984985352,83.1072099110581,31050638297.8723,4.97671938,71.8241650563938,40.1538667105209,1.8486274237498,31410824.858920205,58.8349161972893,1.197,1362142.0,778.0,Asia,25805319148.93613,22301861702.12763,2275449724.059408,1545303133.783913,3503457446.808502,22795.44885766117,1750.8251928020566,9.0,22.385624993576293,68.15557861328125,79.56722259521484,74.83985137939453,50.33991241455078,22795.4488576612,,,1362142.0,88.999,0.0
Bangladesh,2015,3.4 [2.3-4.7],3.4,BGD,14.7829964369364,40.90786,12.0441026687622,17.3366737865485,195078574089.067,2.72187114,24.7493225204896,26.8313948329541,6.19428022984986,,53.7138319423318,4.371,157830000.0,147630.0,Asia,33820136017.271866,48280625469.67544,23495463748.04456,5309787408.453833,-14460489452.403572,1236.0043977004814,1069.0916480390165,10.0,0.4635170753342204,50.178932189941406,30.47021484375,47.14527130126953,72.92133331298828,1236.0043977004798,,,157830000.0,34.308,31.12
